index,City,Date,Card Type,Exp Type,Gender,Amount
1903,"Greater Mumbai, India",16-May-15,Platinum,Fuel,M,250456
2135,"Greater Mumbai, India",16-May-15,Signature,Fuel,M,19567
3005,"Greater Mumbai, India",16-May-15,Gold,Grocery,F,228369
3142,"Bengaluru, India",16-May-15,Silver,Bills,M,291273
3179,"Greater Mumbai, India",16-May-15,Gold,Fuel,F,187152
3712,"Ahmedabad, India",16-May-15,Silver,Fuel,M,119325
4176,"Delhi, India",16-May-15,Signature,Food,F,204733
4657,"Greater Mumbai, India",16-May-15,Gold,Entertainment,M,22289
4891,"Ahmedabad, India",16-May-15,Signature,Grocery,F,212709
4981,"Delhi, India",16-May-15,Signature,Bills,M,96674
5268,"Delhi, India",16-May-15,Platinum,Bills,F,130026
5313,"Greater Mumbai, India",16-May-15,Signature,Entertainment,M,142768
5803,"Delhi, India",16-May-15,Platinum,Bills,F,147289
6594,"Ahmedabad, India",16-May-15,Silver,Grocery,F,126537
6776,"Delhi, India",16-May-15,Platinum,Grocery,M,12243
7351,"Ahmedabad, India",16-May-15,Silver,Fuel,M,217078
7481,"Ahmedabad, India",16-May-15,Gold,Bills,F,110947
7501,"Greater Mumbai, India",16-May-15,Gold,Bills,M,67736
9260,"Ahmedabad, India",16-May-15,Platinum,Food,F,212883
9662,"Ahmedabad, India",16-May-15,Signature,Bills,F,114040
11183,"Ahmedabad, India",16-May-15,Gold,Grocery,F,72831
12259,"Ahmedabad, India",16-May-15,Platinum,Grocery,M,77573
14495,"Mahnar Bazar, India",16-May-15,Signature,Bills,F,242549
15495,"Sidhpur, India",16-May-15,Signature,Bills,M,110020
15798,"Mangrulpir, India",16-May-15,Platinum,Food,F,215351
17357,"Sitapur, India",16-May-15,Platinum,Food,F,249808
18364,"Kalpi, India",16-May-15,Silver,Bills,F,32521
18970,"Vadalur, India",16-May-15,Platinum,Grocery,F,280249
19285,"Uravakonda, India",16-May-15,Silver,Grocery,M,258756
19778,"Mahasamund, India",16-May-15,Platinum,Fuel,M,241057
20367,"Pune, India",16-May-15,Platinum,Bills,F,137328
21703,"Hyderabad, India",16-May-15,Silver,Bills,F,211382
21771,"Kanpur, India",16-May-15,Platinum,Bills,F,233703
22411,"Hyderabad, India",16-May-15,Signature,Entertainment,F,146191
23815,"Surat, India",16-May-15,Silver,Grocery,M,237658
24415,"Pune, India",16-May-15,Gold,Grocery,M,16381
25637,"Chennai, India",16-May-15,Gold,Travel,M,173796
25656,"Chennai, India",16-May-15,Gold,Travel,F,245460
114,"Bengaluru, India",15-May-15,Silver,Bills,F,775859
162,"Bengaluru, India",15-May-15,Gold,Bills,F,464663
1970,"Delhi, India",15-May-15,Signature,Grocery,M,221573
2220,"Ahmedabad, India",15-May-15,Gold,Fuel,M,41864
2871,"Ahmedabad, India",15-May-15,Silver,Bills,F,171452
4016,"Bengaluru, India",15-May-15,Platinum,Food,F,17119
4130,"Bengaluru, India",15-May-15,Gold,Fuel,M,182351
4262,"Greater Mumbai, India",15-May-15,Signature,Fuel,M,106585
4898,"Greater Mumbai, India",15-May-15,Silver,Entertainment,F,73287
5349,"Bengaluru, India",15-May-15,Gold,Fuel,F,294497
5397,"Ahmedabad, India",15-May-15,Silver,Grocery,F,98814
7827,"Ahmedabad, India",15-May-15,Silver,Bills,F,191817
8272,"Delhi, India",15-May-15,Platinum,Grocery,M,151524
8415,"Delhi, India",15-May-15,Platinum,Fuel,F,125661
8621,"Bengaluru, India",15-May-15,Silver,Fuel,M,92272
8634,"Bengaluru, India",15-May-15,Signature,Fuel,F,3686
9764,"Ahmedabad, India",15-May-15,Platinum,Fuel,M,174949
9772,"Bengaluru, India",15-May-15,Silver,Food,M,123731
9957,"Delhi, India",15-May-15,Platinum,Fuel,F,274820
10225,"Greater Mumbai, India",15-May-15,Platinum,Food,M,66360
10333,"Ahmedabad, India",15-May-15,Gold,Grocery,M,2562
11687,"Bengaluru, India",15-May-15,Silver,Bills,F,31651
12116,"Ahmedabad, India",15-May-15,Signature,Grocery,M,61661
12800,"Delhi, India",15-May-15,Silver,Food,M,5854
13145,"Delhi, India",15-May-15,Silver,Grocery,F,13820
13196,"Delhi, India",15-May-15,Gold,Entertainment,M,69676
13551,"Delhi, India",15-May-15,Platinum,Grocery,M,21941
13691,"Delhi, India",15-May-15,Platinum,Food,M,171081
13918,"Delhi, India",15-May-15,Signature,Grocery,F,18179
14143,"Losal, India",15-May-15,Signature,Food,M,287960
15601,"Sankari, India",15-May-15,Platinum,Grocery,F,229322
19617,"Pollachi, India",15-May-15,Gold,Fuel,M,240440
19811,"Uran Islampur, India",15-May-15,Platinum,Entertainment,M,181513
20383,"Lucknow, India",15-May-15,Signature,Entertainment,M,35046
20486,"Pune, India",15-May-15,Signature,Bills,F,116656
21541,"Jaipur, India",15-May-15,Gold,Grocery,M,42781
23130,"Kolkata, India",15-May-15,Signature,Food,M,169257
24662,"Surat, India",15-May-15,Silver,Entertainment,F,239371
24721,"Hyderabad, India",15-May-15,Gold,Bills,F,83686
26043,"Hyderabad, India",15-May-15,Silver,Travel,F,280335
2139,"Ahmedabad, India",14-May-15,Silver,Fuel,M,286599
2245,"Bengaluru, India",14-May-15,Signature,Fuel,M,125896
3297,"Delhi, India",14-May-15,Platinum,Entertainment,F,183892
3314,"Ahmedabad, India",14-May-15,Signature,Bills,F,242987
3601,"Ahmedabad, India",14-May-15,Signature,Bills,F,168558
3751,"Delhi, India",14-May-15,Silver,Fuel,F,232025
4093,"Greater Mumbai, India",14-May-15,Platinum,Food,F,35445
4743,"Greater Mumbai, India",14-May-15,Signature,Bills,M,252756
5200,"Delhi, India",14-May-15,Platinum,Entertainment,F,158767
5602,"Greater Mumbai, India",14-May-15,Platinum,Food,F,61427
5874,"Delhi, India",14-May-15,Gold,Food,F,219763
6551,"Bengaluru, India",14-May-15,Silver,Fuel,M,253637
6901,"Delhi, India",14-May-15,Silver,Entertainment,M,9474
7433,"Ahmedabad, India",14-May-15,Platinum,Fuel,F,201228
7718,"Greater Mumbai, India",14-May-15,Signature,Bills,F,68050
8788,"Greater Mumbai, India",14-May-15,Gold,Grocery,M,145642
8850,"Ahmedabad, India",14-May-15,Platinum,Entertainment,F,183750
9128,"Bengaluru, India",14-May-15,Platinum,Grocery,M,240167
9159,"Greater Mumbai, India",14-May-15,Silver,Grocery,M,266343
9778,"Ahmedabad, India",14-May-15,Silver,Food,M,140045
9868,"Ahmedabad, India",14-May-15,Gold,Bills,F,259398
10336,"Bengaluru, India",14-May-15,Signature,Grocery,F,160400
11008,"Delhi, India",14-May-15,Silver,Bills,M,238402
11396,"Ahmedabad, India",14-May-15,Signature,Bills,M,78480
11511,"Delhi, India",14-May-15,Silver,Bills,F,280939
11525,"Ahmedabad, India",14-May-15,Silver,Food,M,125039
11992,"Greater Mumbai, India",14-May-15,Gold,Fuel,M,236940
12248,"Greater Mumbai, India",14-May-15,Platinum,Fuel,M,88082
12985,"Ahmedabad, India",14-May-15,Signature,Food,M,47797
13222,"Delhi, India",14-May-15,Platinum,Fuel,F,58107
14245,"Arwal, India",14-May-15,Silver,Grocery,F,29786
15173,"Shrigonda, India",14-May-15,Silver,Fuel,M,186758
16018,"Nargund, India",14-May-15,Gold,Fuel,F,179688
17571,"Mankachar, India",14-May-15,Silver,Grocery,M,31088
17944,"Araria, India",14-May-15,Signature,Food,F,243630
18903,"Shahpura, India",14-May-15,Gold,Grocery,M,159067
19299,"Cuttack, India",14-May-15,Signature,Food,F,20493
19960,"Ottappalam, India",14-May-15,Signature,Grocery,F,96412
20467,"Kolkata, India",14-May-15,Signature,Bills,F,194619
21562,"Pune, India",14-May-15,Platinum,Grocery,M,217454
22412,"Chennai, India",14-May-15,Signature,Bills,F,3696
22481,"Chennai, India",14-May-15,Silver,Food,M,25255
22883,"Surat, India",14-May-15,Silver,Food,M,43869
23505,"Hyderabad, India",14-May-15,Platinum,Food,M,134060
23572,"Surat, India",14-May-15,Signature,Entertainment,F,290358
23640,"Jaipur, India",14-May-15,Platinum,Grocery,F,38459
23660,"Kanpur, India",14-May-15,Gold,Food,M,125535
23739,"Kanpur, India",14-May-15,Platinum,Fuel,F,171842
24078,"Lucknow, India",14-May-15,Silver,Entertainment,M,29969
24180,"Kanpur, India",14-May-15,Silver,Food,F,249410
24403,"Kolkata, India",14-May-15,Signature,Bills,M,36961
24568,"Kanpur, India",14-May-15,Gold,Grocery,F,166852
24854,"Chennai, India",14-May-15,Platinum,Fuel,M,243595
25053,"Jaipur, India",14-May-15,Gold,Fuel,F,21242
25686,"Hyderabad, India",14-May-15,Platinum,Travel,M,252790
26017,"Pune, India",14-May-15,Silver,Travel,M,270769
55,"Bengaluru, India",13-May-15,Silver,Bills,F,371572
367,"Ahmedabad, India",13-May-15,Gold,Bills,F,13162
750,"Ahmedabad, India",13-May-15,Silver,Food,F,7448
1516,"Ahmedabad, India",13-May-15,Platinum,Food,F,116446
1595,"Ahmedabad, India",13-May-15,Silver,Food,F,92602
1636,"Delhi, India",13-May-15,Signature,Grocery,M,183035
1638,"Greater Mumbai, India",13-May-15,Platinum,Bills,M,185838
2503,"Bengaluru, India",13-May-15,Signature,Fuel,M,133862
3241,"Greater Mumbai, India",13-May-15,Gold,Bills,F,147108
4125,"Greater Mumbai, India",13-May-15,Signature,Fuel,M,45926
4310,"Greater Mumbai, India",13-May-15,Silver,Fuel,F,185757
4396,"Delhi, India",13-May-15,Silver,Food,M,157207
5490,"Greater Mumbai, India",13-May-15,Signature,Fuel,F,234689
5975,"Delhi, India",13-May-15,Gold,Entertainment,M,268010
6603,"Delhi, India",13-May-15,Silver,Food,F,133879
6827,"Bengaluru, India",13-May-15,Silver,Grocery,M,242059
7187,"Greater Mumbai, India",13-May-15,Gold,Entertainment,F,180452
8268,"Ahmedabad, India",13-May-15,Gold,Entertainment,F,168414
9400,"Greater Mumbai, India",13-May-15,Signature,Bills,M,55545
10010,"Bengaluru, India",13-May-15,Silver,Grocery,M,44568
11130,"Ahmedabad, India",13-May-15,Platinum,Bills,M,27330
11308,"Bengaluru, India",13-May-15,Gold,Bills,F,266849
11353,"Ahmedabad, India",13-May-15,Gold,Grocery,F,74528
13076,"Ahmedabad, India",13-May-15,Signature,Food,M,113011
13112,"Greater Mumbai, India",13-May-15,Platinum,Food,F,163764
14800,"Ramnagar, India",13-May-15,Silver,Bills,F,119749
16385,"Ramganj Mandi, India",13-May-15,Platinum,Bills,M,174658
16434,"Punalur, India",13-May-15,Platinum,Entertainment,F,268721
16735,"Sangaria, India",13-May-15,Signature,Grocery,F,44905
16793,"Rayadurg, India",13-May-15,Gold,Entertainment,F,82711
17308,"Sangli, India",13-May-15,Signature,Grocery,M,17088
18310,"Vatakara, India",13-May-15,Silver,Bills,M,135972
18548,"Sarni, India",13-May-15,Platinum,Food,F,37882
19029,"Una, India",13-May-15,Signature,Fuel,M,280618
19498,"Sirsaganj, India",13-May-15,Signature,Bills,F,153680
19587,"Kannur, India",13-May-15,Gold,Bills,F,139494
20762,"Kolkata, India",13-May-15,Silver,Entertainment,M,268072
20977,"Kolkata, India",13-May-15,Gold,Food,F,142727
21466,"Jaipur, India",13-May-15,Gold,Entertainment,F,197725
23738,"Pune, India",13-May-15,Silver,Entertainment,M,78194
24153,"Pune, India",13-May-15,Gold,Food,F,73451
24268,"Kanpur, India",13-May-15,Gold,Entertainment,M,83437
24342,"Lucknow, India",13-May-15,Signature,Fuel,M,233334
24388,"Hyderabad, India",13-May-15,Signature,Grocery,M,225326
24471,"Kolkata, India",13-May-15,Platinum,Bills,F,251528
24478,"Kolkata, India",13-May-15,Signature,Bills,F,282522
25410,"Kanpur, India",13-May-15,Platinum,Travel,F,73483
25813,"Pune, India",13-May-15,Platinum,Travel,F,179845
1342,"Delhi, India",12-May-15,Gold,Food,F,17328
2770,"Greater Mumbai, India",12-May-15,Platinum,Fuel,M,277955
2962,"Bengaluru, India",12-May-15,Platinum,Grocery,F,62646
3103,"Greater Mumbai, India",12-May-15,Gold,Fuel,F,192205
3129,"Delhi, India",12-May-15,Platinum,Food,M,292524
3178,"Greater Mumbai, India",12-May-15,Gold,Entertainment,F,182481
3191,"Greater Mumbai, India",12-May-15,Silver,Entertainment,F,4642
3873,"Bengaluru, India",12-May-15,Silver,Food,F,222168
4232,"Bengaluru, India",12-May-15,Signature,Grocery,F,190420
4600,"Delhi, India",12-May-15,Signature,Bills,M,103433
6460,"Greater Mumbai, India",12-May-15,Platinum,Grocery,F,235240
7945,"Ahmedabad, India",12-May-15,Gold,Fuel,M,216036
7962,"Bengaluru, India",12-May-15,Signature,Fuel,F,197481
9146,"Ahmedabad, India",12-May-15,Silver,Fuel,M,70082
11067,"Delhi, India",12-May-15,Silver,Grocery,M,107439
11855,"Bengaluru, India",12-May-15,Gold,Fuel,F,145290
11986,"Bengaluru, India",12-May-15,Platinum,Entertainment,F,229549
12290,"Greater Mumbai, India",12-May-15,Gold,Bills,M,84124
12543,"Bengaluru, India",12-May-15,Platinum,Bills,F,120843
13007,"Ahmedabad, India",12-May-15,Platinum,Bills,M,273276
14083,"Khambhat, India",12-May-15,Platinum,Grocery,F,6355
14200,"Mandapeta, India",12-May-15,Gold,Bills,M,244877
15369,"Maihar, India",12-May-15,Platinum,Fuel,F,81891
16149,"Rajula, India",12-May-15,Silver,Food,F,164004
17079,"Katihar, India",12-May-15,Gold,Bills,M,41845
17473,"Sojat, India",12-May-15,Silver,Entertainment,F,223342
17760,"Sendhwa, India",12-May-15,Platinum,Entertainment,M,164349
18065,"Phusro, India",12-May-15,Platinum,Food,F,199865
18200,"Manjlegaon, India",12-May-15,Platinum,Grocery,M,232474
18617,"Tiruchendur, India",12-May-15,Silver,Food,F,150995
18638,"Karimnagar, India",12-May-15,Signature,Food,M,241786
18884,"Paithan, India",12-May-15,Platinum,Grocery,F,215167
19327,"Sailu, India",12-May-15,Signature,Entertainment,M,145096
19775,"Utraula, India",12-May-15,Gold,Entertainment,M,182143
20922,"Pune, India",12-May-15,Signature,Fuel,F,44327
21644,"Pune, India",12-May-15,Silver,Grocery,F,238514
22703,"Pune, India",12-May-15,Silver,Food,F,147647
23071,"Kanpur, India",12-May-15,Signature,Bills,M,187970
23335,"Lucknow, India",12-May-15,Silver,Entertainment,F,262968
23934,"Kolkata, India",12-May-15,Silver,Fuel,M,283229
24182,"Jaipur, India",12-May-15,Signature,Entertainment,F,299528
24614,"Kolkata, India",12-May-15,Silver,Bills,F,81513
24764,"Chennai, India",12-May-15,Gold,Fuel,F,294957
25775,"Kanpur, India",12-May-15,Gold,Travel,F,3577
25795,"Kanpur, India",12-May-15,Platinum,Travel,F,261193
1227,"Delhi, India",11-May-15,Silver,Food,F,233318
1418,"Greater Mumbai, India",11-May-15,Silver,Food,F,40135
2752,"Greater Mumbai, India",11-May-15,Silver,Entertainment,F,215804
2930,"Bengaluru, India",11-May-15,Gold,Grocery,F,107424
3206,"Ahmedabad, India",11-May-15,Signature,Entertainment,M,251307
3347,"Bengaluru, India",11-May-15,Gold,Fuel,F,83047
4135,"Ahmedabad, India",11-May-15,Platinum,Entertainment,F,268697
4752,"Greater Mumbai, India",11-May-15,Signature,Fuel,M,229549
4797,"Delhi, India",11-May-15,Signature,Food,M,292980
5332,"Greater Mumbai, India",11-May-15,Platinum,Food,M,221277
5339,"Bengaluru, India",11-May-15,Gold,Entertainment,F,124384
9518,"Delhi, India",11-May-15,Gold,Grocery,F,269363
9800,"Greater Mumbai, India",11-May-15,Platinum,Grocery,M,71065
9888,"Greater Mumbai, India",11-May-15,Signature,Grocery,M,178600
10015,"Bengaluru, India",11-May-15,Signature,Bills,F,201923
10508,"Ahmedabad, India",11-May-15,Signature,Entertainment,F,139607
10743,"Greater Mumbai, India",11-May-15,Signature,Entertainment,F,172703
10871,"Greater Mumbai, India",11-May-15,Platinum,Grocery,M,276244
11291,"Greater Mumbai, India",11-May-15,Platinum,Food,M,164128
12456,"Ahmedabad, India",11-May-15,Gold,Grocery,M,120658
13502,"Bengaluru, India",11-May-15,Platinum,Food,F,274343
13642,"Greater Mumbai, India",11-May-15,Silver,Food,M,113725
14912,"Ramnagar, India",11-May-15,Platinum,Food,F,134181
15154,"Sirhind Fatehgarh Sahib, India",11-May-15,Signature,Grocery,F,172423
18729,"Sardarshahar, India",11-May-15,Signature,Fuel,M,76529
19283,"Nangal, India",11-May-15,Gold,Bills,F,65631
20235,"Kolkata, India",11-May-15,Signature,Grocery,M,184728
21511,"Surat, India",11-May-15,Gold,Grocery,M,54927
21543,"Hyderabad, India",11-May-15,Signature,Grocery,F,140882
22358,"Chennai, India",11-May-15,Silver,Fuel,M,30508
22599,"Pune, India",11-May-15,Signature,Fuel,M,85984
22702,"Pune, India",11-May-15,Platinum,Food,F,197901
22997,"Surat, India",11-May-15,Signature,Bills,M,2892
24147,"Surat, India",11-May-15,Signature,Grocery,M,152923
24570,"Kolkata, India",11-May-15,Silver,Food,M,25225
25246,"Kolkata, India",11-May-15,Signature,Entertainment,F,18142
25258,"Chennai, India",11-May-15,Signature,Fuel,M,38889
746,"Delhi, India",10-May-15,Platinum,Food,F,241709
1283,"Delhi, India",10-May-15,Gold,Food,F,62580
2615,"Greater Mumbai, India",10-May-15,Signature,Fuel,M,268638
2820,"Delhi, India",10-May-15,Signature,Bills,M,265126
3278,"Ahmedabad, India",10-May-15,Silver,Bills,M,82961
3608,"Bengaluru, India",10-May-15,Silver,Grocery,F,140080
3679,"Greater Mumbai, India",10-May-15,Signature,Fuel,F,222469
3705,"Ahmedabad, India",10-May-15,Signature,Food,F,233193
5573,"Greater Mumbai, India",10-May-15,Silver,Grocery,F,44230
5664,"Greater Mumbai, India",10-May-15,Platinum,Fuel,M,260680
5935,"Ahmedabad, India",10-May-15,Platinum,Entertainment,M,141839
6967,"Bengaluru, India",10-May-15,Platinum,Entertainment,F,98136
7258,"Greater Mumbai, India",10-May-15,Gold,Fuel,M,116265
8783,"Delhi, India",10-May-15,Signature,Entertainment,F,14482
10083,"Bengaluru, India",10-May-15,Signature,Fuel,F,82259
11081,"Delhi, India",10-May-15,Silver,Entertainment,M,199035
11722,"Delhi, India",10-May-15,Gold,Grocery,F,19083
11869,"Ahmedabad, India",10-May-15,Platinum,Bills,M,241407
11946,"Greater Mumbai, India",10-May-15,Gold,Food,F,153237
12296,"Bengaluru, India",10-May-15,Gold,Entertainment,F,194659
13441,"Greater Mumbai, India",10-May-15,Silver,Bills,M,126435
13568,"Delhi, India",10-May-15,Platinum,Grocery,F,156218
13916,"Greater Mumbai, India",10-May-15,Platinum,Entertainment,F,16887
13937,"Bengaluru, India",10-May-15,Signature,Entertainment,M,98209
14926,"Rajkot, India",10-May-15,Silver,Bills,F,54834
15024,"Santipur, India",10-May-15,Signature,Bills,F,61761
15938,"Jalandhar Cantt., India",10-May-15,Platinum,Fuel,F,190224
16581,"Warisaliganj, India",10-May-15,Gold,Grocery,M,173497
17278,"Gohana, India",10-May-15,Signature,Food,F,171361
17394,"Soron, India",10-May-15,Silver,Entertainment,M,222976
17590,"Chennai, India",10-May-15,Silver,Entertainment,M,194117
18485,"Mira-Bhayandar, India",10-May-15,Silver,Bills,F,289269
19642,"Lunawada, India",10-May-15,Platinum,Food,F,166492
19654,"Udaipurwati, India",10-May-15,Signature,Bills,M,73085
21089,"Kanpur, India",10-May-15,Signature,Entertainment,M,196896
22788,"Jaipur, India",10-May-15,Gold,Entertainment,M,144014
22909,"Surat, India",10-May-15,Signature,Grocery,M,135817
23388,"Kolkata, India",10-May-15,Signature,Food,M,59425
23565,"Jaipur, India",10-May-15,Silver,Grocery,F,204620
24024,"Pune, India",10-May-15,Gold,Food,M,242068
24137,"Kolkata, India",10-May-15,Silver,Bills,M,133617
24556,"Jaipur, India",10-May-15,Silver,Food,M,177911
25143,"Chennai, India",10-May-15,Gold,Fuel,M,56543
25318,"Pune, India",10-May-15,Silver,Travel,M,35928
25521,"Chennai, India",10-May-15,Platinum,Travel,F,260760
25694,"Hyderabad, India",10-May-15,Silver,Travel,F,299377
221,"Greater Mumbai, India",09-May-15,Silver,Bills,F,334116
412,"Greater Mumbai, India",09-May-15,Platinum,Bills,F,46369
2179,"Delhi, India",09-May-15,Silver,Fuel,F,275932
2998,"Bengaluru, India",09-May-15,Platinum,Entertainment,F,277307
3466,"Delhi, India",09-May-15,Silver,Fuel,M,29681
3595,"Bengaluru, India",09-May-15,Gold,Food,F,117094
4193,"Bengaluru, India",09-May-15,Gold,Food,M,85018
5204,"Delhi, India",09-May-15,Signature,Entertainment,F,119126
5724,"Ahmedabad, India",09-May-15,Signature,Bills,M,14029
6386,"Bengaluru, India",09-May-15,Gold,Fuel,F,17528
6678,"Bengaluru, India",09-May-15,Gold,Bills,F,283869
6885,"Delhi, India",09-May-15,Signature,Food,M,14406
6951,"Greater Mumbai, India",09-May-15,Silver,Fuel,M,68369
7523,"Bengaluru, India",09-May-15,Silver,Fuel,M,269898
8665,"Greater Mumbai, India",09-May-15,Silver,Bills,F,149430
8720,"Ahmedabad, India",09-May-15,Signature,Fuel,F,233345
10053,"Delhi, India",09-May-15,Silver,Bills,F,7396
11908,"Ahmedabad, India",09-May-15,Signature,Grocery,F,299077
12734,"Greater Mumbai, India",09-May-15,Silver,Entertainment,M,123542
13413,"Ahmedabad, India",09-May-15,Signature,Fuel,M,168481
13604,"Ahmedabad, India",09-May-15,Platinum,Grocery,M,108757
14554,"Madanapalle, India",09-May-15,Platinum,Fuel,F,53036
14675,"Wadgaon Road, India",09-May-15,Platinum,Bills,F,97084
14807,"Barnala, India",09-May-15,Signature,Entertainment,F,188238
14947,"Sadasivpet, India",09-May-15,Silver,Fuel,F,258961
15200,"Madhugiri, India",09-May-15,Platinum,Fuel,M,208668
15311,"Lalsot, India",09-May-15,Gold,Entertainment,F,293797
15588,"Saundatti-Yellamma, India",09-May-15,Platinum,Fuel,M,166499
15837,"Tharad, India",09-May-15,Gold,Food,M,258362
16680,"Parlakhemundi, India",09-May-15,Gold,Entertainment,F,106506
17162,"Sirsi, India",09-May-15,Gold,Grocery,M,73993
17820,"Sarni, India",09-May-15,Platinum,Bills,M,127322
18444,"Ozar, India",09-May-15,Silver,Bills,M,58339
18803,"Rabkavi Banhatti, India",09-May-15,Gold,Entertainment,M,262595
19861,"Rae Bareli, India",09-May-15,Platinum,Grocery,F,11775
20055,"Hyderabad, India",09-May-15,Signature,Fuel,F,211688
20485,"Hyderabad, India",09-May-15,Platinum,Food,M,23734
